order_id,account_id,city,street,building,unit,postcode,family_token,order_date
ORD-0002612,ACC-000747,South City,Elm S 15,B ۹۰,۲,,FAM-X-000747,2025-07-10
ORD-0002613,ACC-000748,South City,Elm t 15,B ۹۰,۱,,FAM-X-000748,2025-11-15
ORD-0002614,ACC-000748,South City,Elm t 15,B ۹۰,۱,,FAM-X-000748,2025-02-18
ORD-0002615,ACC-000748,South City,Elm t 15,B ۹۰,۱,,FAM-X-000748,2025-07-19
ORD-0002616,ACC-000749,South City,Elm Street 15,Building 90,Unit 1,PC-3-0090,FAM-X-000749,2025-09-26
ORD-0002617,ACC-000749,South City,Elm Street 15,Building 90,Unit 1,PC-3-0090,FAM-X-000749,2025-10-23
ORD-0002618,ACC-000750,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۱,PC 3 0090,FAM-X-000750,2025-07-13
ORD-0002619,ACC-000750,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۱,PC 3 0090,FAM-X-000750,2025-02-08
ORD-0002620,ACC-000751,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۱,PC 3 0090,FAM-X-000751,2025-02-05
ORD-0002621,ACC-000751,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۱,PC 3 0090,FAM-X-000751,2025-10-24
ORD-0002622,ACC-000751,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۱,PC 3 0090,FAM-X-000751,2025-06-17
ORD-0002623,ACC-000752,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000752,2025-01-11
ORD-0002624,ACC-000752,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000752,2025-06-23
ORD-0002625,ACC-000752,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000752,2025-10-24
ORD-0002626,ACC-000752,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000752,2025-11-12
ORD-0002627,ACC-000752,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000752,2025-04-14
ORD-0002628,ACC-000753,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000753,2025-03-06
ORD-0002629,ACC-000753,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000753,2025-04-22
ORD-0002630,ACC-000753,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۲,PC 3 0090,FAM-X-000753,2025-05-28
ORD-0002631,ACC-000754,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۳,PC 3 0090,FAM-X-000754,2025-06-28
ORD-0002632,ACC-000754,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۳,PC 3 0090,FAM-X-000754,2025-03-21
ORD-0002633,ACC-000754,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۳,PC 3 0090,FAM-X-000754,2025-11-12
ORD-0002634,ACC-000754,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۳,PC 3 0090,FAM-X-000754,2025-11-13
ORD-0002635,ACC-000755,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۳,PC 3 0090,FAM-X-000755,2025-12-03
ORD-0002636,ACC-000755,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۳,PC 3 0090,FAM-X-000755,2025-01-24
ORD-0002637,ACC-000755,SOUTH CITY,Elm St. 15,Bldg-90,Apt ۳,PC 3 0090,FAM-X-000755,2025-03-17
ORD-0002638,ACC-000756,South City,lm St 15,B ۹۰,,,FAM-00360,2025-03-27
ORD-0002639,ACC-000756,South City,lm St 15,B ۹۰,,,FAM-00360,2025-07-06
ORD-0002640,ACC-000756,South City,lm St 15,B ۹۰,,,FAM-00360,2025-09-14
ORD-0002641,ACC-000756,South City,lm St 15,B ۹۰,,,FAM-00360,2025-01-14
ORD-0002642,ACC-000756,South City,lm St 15,B ۹۰,,,FAM-00360,2025-08-10
ORD-0002643,ACC-000757,South City,Elm Street 15,Building 90,Unit 4,PC-3-0090,FAM-00360,2025-04-16
ORD-0002644,ACC-000757,South City,Elm Street 15,Building 90,Unit 4,PC-3-0090,FAM-00360,2025-08-25
ORD-0002645,ACC-000757,South City,Elm Street 15,Building 90,Unit 4,PC-3-0090,FAM-00360,2025-05-28
ORD-0002646,ACC-000758,North City,Cedar Street 16,Building 91,Unit 1,PC-1-0091,FAM-X-000758,2025-12-05
ORD-0002647,ACC-000758,North City,Cedar Street 16,Building 91,Unit 1,PC-1-0091,FAM-X-000758,2025-03-09
ORD-0002648,ACC-000758,North City,Cedar Street 16,Building 91,Unit 1,PC-1-0091,FAM-X-000758,2025-10-27
ORD-0002649,ACC-000759,North City,Cdar St 16,B ۹۱,۳,,FAM-X-000759,2025-04-18
ORD-0002650,ACC-000759,North City,Cdar St 16,B ۹۱,۳,,FAM-X-000759,2025-02-11
ORD-0002651,ACC-000759,North City,Cdar St 16,B ۹۱,۳,,FAM-X-000759,2025-06-05
ORD-0002652,ACC-000759,North City,Cdar St 16,B ۹۱,۳,,FAM-X-000759,2025-05-03
ORD-0002653,ACC-000759,North City,Cdar St 16,B ۹۱,۳,,FAM-X-000759,2025-12-17
ORD-0002654,ACC-000760,North City,edar St 16,B ۹۱,۲,,FAM-X-000760,2025-02-18
ORD-0002655,ACC-000760,North City,edar St 16,B ۹۱,۲,,FAM-X-000760,2025-12-12
ORD-0002656,ACC-000761,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۳,PC 1 0091,FAM-X-000761,2025-04-26
ORD-0002657,ACC-000761,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۳,PC 1 0091,FAM-X-000761,2025-07-12
ORD-0002658,ACC-000761,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۳,PC 1 0091,FAM-X-000761,2025-02-17
ORD-0002659,ACC-000762,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۴,PC 1 0091,FAM-00364,2025-07-01
ORD-0002660,ACC-000762,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۴,PC 1 0091,FAM-00364,2025-08-31
ORD-0002661,ACC-000762,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۴,PC 1 0091,FAM-00364,2025-02-27
ORD-0002662,ACC-000763,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۴,PC 1 0091,FAM-00364,2025-12-15
ORD-0002663,ACC-000763,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۴,PC 1 0091,FAM-00364,2025-07-29
ORD-0002664,ACC-000763,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۴,PC 1 0091,FAM-00364,2025-02-22
ORD-0002665,ACC-000763,NORTH CITY,Cedar St. 16,Bldg-91,Apt ۴,PC 1 0091,FAM-00364,2025-12-28
ORD-0002666,ACC-000764,Central City,Maple Street 16,Building 92,Unit 1,PC-2-0092,FAM-X-000764,2025-08-17
ORD-0002667,ACC-000764,Central City,Maple Street 16,Building 92,Unit 1,PC-2-0092,FAM-X-000764,2025-03-15
ORD-0002668,ACC-000764,Central City,Maple Street 16,Building 92,Unit 1,PC-2-0092,FAM-X-000764,2025-11-28
ORD-0002669,ACC-000764,Central City,Maple Street 16,Building 92,Unit 1,PC-2-0092,FAM-X-000764,2025-01-20
ORD-0002670,ACC-000765,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۲,PC 2 0092,FAM-X-000765,2025-08-26
ORD-0002671,ACC-000765,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۲,PC 2 0092,FAM-X-000765,2025-05-16
ORD-0002672,ACC-000765,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۲,PC 2 0092,FAM-X-000765,2025-02-01
ORD-0002673,ACC-000765,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۲,PC 2 0092,FAM-X-000765,2025-08-06
ORD-0002674,ACC-000765,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۲,PC 2 0092,FAM-X-000765,2025-06-10
ORD-0002675,ACC-000766,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۳,PC 2 0092,FAM-00367,2025-03-22
ORD-0002676,ACC-000766,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۳,PC 2 0092,FAM-00367,2025-02-18
ORD-0002677,ACC-000766,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۳,PC 2 0092,FAM-00367,2025-06-20
ORD-0002678,ACC-000767,Central City,Maple S 16,B ۹۲,۳,,FAM-00367,2025-11-03
ORD-0002679,ACC-000767,Central City,Maple S 16,B ۹۲,۳,,FAM-00367,2025-04-29
ORD-0002680,ACC-000767,Central City,Maple S 16,B ۹۲,۳,,FAM-00367,2025-01-03
ORD-0002681,ACC-000767,Central City,Maple S 16,B ۹۲,۳,,FAM-00367,2025-03-28
ORD-0002682,ACC-000767,Central City,Maple S 16,B ۹۲,۳,,FAM-00367,2025-03-30
ORD-0002683,ACC-000768,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۴,PC 2 0092,FAM-X-000768,2025-09-20
ORD-0002684,ACC-000768,CENTRAL CITY,Maple St. 16,Bldg-92,Apt ۴,PC 2 0092,FAM-X-000768,2025-05-04
ORD-0002685,ACC-000769,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۱,PC 3 0093,FAM-X-000769,2025-05-11
ORD-0002686,ACC-000769,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۱,PC 3 0093,FAM-X-000769,2025-12-11
ORD-0002687,ACC-000769,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۱,PC 3 0093,FAM-X-000769,2025-11-07
ORD-0002688,ACC-000770,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۲,PC 3 0093,FAM-X-000770,2025-03-09
ORD-0002689,ACC-000770,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۲,PC 3 0093,FAM-X-000770,2025-01-25
ORD-0002690,ACC-000770,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۲,PC 3 0093,FAM-X-000770,2025-06-30
ORD-0002691,ACC-000770,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۲,PC 3 0093,FAM-X-000770,2025-10-19
ORD-0002692,ACC-000771,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۳,PC 3 0093,FAM-X-000771,2025-04-15
ORD-0002693,ACC-000771,SOUTH CITY,Willow St. 16,Bldg-93,Apt ۳,PC 3 0093,FAM-X-000771,2025-04-07
ORD-0002694,ACC-000772,South City,Wilow St 16,B ۹۳,,,FAM-X-000772,2025-08-25
ORD-0002695,ACC-000772,South City,Wilow St 16,B ۹۳,,,FAM-X-000772,2025-04-02
ORD-0002696,ACC-000772,South City,Wilow St 16,B ۹۳,,,FAM-X-000772,2025-10-24
ORD-0002697,ACC-000772,South City,Wilow St 16,B ۹۳,,,FAM-X-000772,2025-06-15
ORD-0002698,ACC-000773,NORTH CITY,Oak St. 16,Bldg-94,Apt ۱,PC 1 0094,FAM-X-000773,2025-03-22
ORD-0002699,ACC-000773,NORTH CITY,Oak St. 16,Bldg-94,Apt ۱,PC 1 0094,FAM-X-000773,2025-12-24
ORD-0002700,ACC-000773,NORTH CITY,Oak St. 16,Bldg-94,Apt ۱,PC 1 0094,FAM-X-000773,2025-03-12
ORD-0002701,ACC-000773,NORTH CITY,Oak St. 16,Bldg-94,Apt ۱,PC 1 0094,FAM-X-000773,2025-06-01
ORD-0002702,ACC-000773,NORTH CITY,Oak St. 16,Bldg-94,Apt ۱,PC 1 0094,FAM-X-000773,2025-04-25
ORD-0002703,ACC-000774,North City,Oak t 16,B ۹۴,۲,,FAM-X-000774,2025-08-25
ORD-0002704,ACC-000774,North City,Oak t 16,B ۹۴,۲,,FAM-X-000774,2025-11-27
ORD-0002705,ACC-000774,North City,Oak t 16,B ۹۴,۲,,FAM-X-000774,2025-05-23
ORD-0002706,ACC-000774,North City,Oak t 16,B ۹۴,۲,,FAM-X-000774,2025-07-06
ORD-0002707,ACC-000775,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000775,2025-08-22
ORD-0002708,ACC-000775,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000775,2025-03-19
ORD-0002709,ACC-000775,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000775,2025-07-19
ORD-0002710,ACC-000775,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000775,2025-10-24
ORD-0002711,ACC-000775,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000775,2025-02-15
ORD-0002712,ACC-000776,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000776,2025-04-25
ORD-0002713,ACC-000776,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000776,2025-10-27
ORD-0002714,ACC-000776,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000776,2025-11-06
ORD-0002715,ACC-000776,NORTH CITY,Oak St. 16,Bldg-94,Apt ۲,PC 1 0094,FAM-X-000776,2025-07-14
ORD-0002716,ACC-000777,North City,Ok St 16,B ۹۴,۲,PC10094,FAM-X-000777,2025-02-19
ORD-0002717,ACC-000777,North City,Ok St 16,B ۹۴,۲,PC10094,FAM-X-000777,2025-09-03
ORD-0002718,ACC-000777,North City,Ok St 16,B ۹۴,۲,PC10094,FAM-X-000777,2025-12-04
ORD-0002719,ACC-000777,North City,Ok St 16,B ۹۴,۲,PC10094,FAM-X-000777,2025-10-02
ORD-0002720,ACC-000778,North City,Oak Street 16,Building 94,Unit 3,PC-1-0094,FAM-X-000778,2025-05-05
ORD-0002721,ACC-000778,North City,Oak Street 16,Building 94,Unit 3,PC-1-0094,FAM-X-000778,2025-04-07
ORD-0002722,ACC-000778,North City,Oak Street 16,Building 94,Unit 3,PC-1-0094,FAM-X-000778,2025-05-03
ORD-0002723,ACC-000779,NORTH CITY,Oak St. 16,Bldg-94,Apt ۴,PC 1 0094,FAM-X-000779,2025-03-07
ORD-0002724,ACC-000779,NORTH CITY,Oak St. 16,Bldg-94,Apt ۴,PC 1 0094,FAM-X-000779,2025-07-19
ORD-0002725,ACC-000779,NORTH CITY,Oak St. 16,Bldg-94,Apt ۴,PC 1 0094,FAM-X-000779,2025-06-29
ORD-0002726,ACC-000780,North City,Oa St 16,B ۹۴,۴,,FAM-X-000780,2025-12-14
ORD-0002727,ACC-000780,North City,Oa St 16,B ۹۴,۴,,FAM-X-000780,2025-02-13
ORD-0002728,ACC-000780,North City,Oa St 16,B ۹۴,۴,,FAM-X-000780,2025-05-25
ORD-0002729,ACC-000781,North City,Oak t 16,B ۹۴,۴,,FAM-X-000781,2025-06-13
ORD-0002730,ACC-000781,North City,Oak t 16,B ۹۴,۴,,FAM-X-000781,2025-08-02
ORD-0002731,ACC-000781,North City,Oak t 16,B ۹۴,۴,,FAM-X-000781,2025-03-18
ORD-0002732,ACC-000781,North City,Oak t 16,B ۹۴,۴,,FAM-X-000781,2025-02-13
ORD-0002733,ACC-000782,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-X-000782,2025-03-08
ORD-0002734,ACC-000782,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-X-000782,2025-10-08
ORD-0002735,ACC-000782,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-X-000782,2025-05-24
ORD-0002736,ACC-000782,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-X-000782,2025-05-28
ORD-0002737,ACC-000782,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-X-000782,2025-08-25
ORD-0002738,ACC-000783,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-00377,2025-01-11
ORD-0002739,ACC-000783,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-00377,2025-10-25
ORD-0002740,ACC-000784,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-00377,2025-01-22
ORD-0002741,ACC-000784,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-00377,2025-02-27
ORD-0002742,ACC-000784,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۱,PC 2 0095,FAM-00377,2025-12-07
ORD-0002743,ACC-000785,Central City,Pine Street 16,Building 95,Unit 2,PC-2-0095,FAM-X-000785,2025-04-18
ORD-0002744,ACC-000785,Central City,Pine Street 16,Building 95,Unit 2,PC-2-0095,FAM-X-000785,2025-09-24
ORD-0002745,ACC-000785,Central City,Pine Street 16,Building 95,Unit 2,PC-2-0095,FAM-X-000785,2025-02-08
ORD-0002746,ACC-000786,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۳,PC 2 0095,FAM-X-000786,2025-01-09
ORD-0002747,ACC-000786,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۳,PC 2 0095,FAM-X-000786,2025-08-14
ORD-0002748,ACC-000786,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۳,PC 2 0095,FAM-X-000786,2025-02-25
ORD-0002749,ACC-000787,Central City,Pine Street 16,Building 95,Unit 3,PC-2-0095,FAM-X-000787,2025-06-24
ORD-0002750,ACC-000787,Central City,Pine Street 16,Building 95,Unit 3,PC-2-0095,FAM-X-000787,2025-02-06
ORD-0002751,ACC-000788,Central City,Pine Street 16,Building 95,Unit 4,PC-2-0095,FAM-X-000788,2025-03-22
ORD-0002752,ACC-000788,Central City,Pine Street 16,Building 95,Unit 4,PC-2-0095,FAM-X-000788,2025-03-15
ORD-0002753,ACC-000789,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۴,PC 2 0095,FAM-X-000789,2025-02-24
ORD-0002754,ACC-000789,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۴,PC 2 0095,FAM-X-000789,2025-08-15
ORD-0002755,ACC-000789,CENTRAL CITY,Pine St. 16,Bldg-95,Apt ۴,PC 2 0095,FAM-X-000789,2025-05-02
ORD-0002756,ACC-000790,Central City,Pine t 16,B ۹۵,۵,PC20095,FAM-X-000790,2025-07-24
ORD-0002757,ACC-000790,Central City,Pine t 16,B ۹۵,۵,PC20095,FAM-X-000790,2025-06-21
ORD-0002758,ACC-000790,Central City,Pine t 16,B ۹۵,۵,PC20095,FAM-X-000790,2025-04-22
ORD-0002759,ACC-000791,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۱,PC 3 0096,FAM-00381,2025-12-01
ORD-0002760,ACC-000791,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۱,PC 3 0096,FAM-00381,2025-06-28
ORD-0002761,ACC-000791,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۱,PC 3 0096,FAM-00381,2025-07-09
ORD-0002762,ACC-000791,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۱,PC 3 0096,FAM-00381,2025-04-25
ORD-0002763,ACC-000792,South City,Em St 16,B ۹۶,۱,,FAM-00381,2025-04-08
ORD-0002764,ACC-000792,South City,Em St 16,B ۹۶,۱,,FAM-00381,2025-11-13
ORD-0002765,ACC-000792,South City,Em St 16,B ۹۶,۱,,FAM-00381,2025-08-04
ORD-0002766,ACC-000793,South City,El St 16,B ۹۶,۲,PC30096,FAM-00381,2025-08-06
ORD-0002767,ACC-000793,South City,El St 16,B ۹۶,۲,PC30096,FAM-00381,2025-11-20
ORD-0002768,ACC-000793,South City,El St 16,B ۹۶,۲,PC30096,FAM-00381,2025-05-28
ORD-0002769,ACC-000794,South City,Em St 16,B ۹۶,,,FAM-00381,2025-10-19
ORD-0002770,ACC-000794,South City,Em St 16,B ۹۶,,,FAM-00381,2025-07-08
ORD-0002771,ACC-000794,South City,Em St 16,B ۹۶,,,FAM-00381,2025-11-28
ORD-0002772,ACC-000794,South City,Em St 16,B ۹۶,,,FAM-00381,2025-08-21
ORD-0002773,ACC-000795,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۲,PC 3 0096,FAM-00382,2025-05-06
ORD-0002774,ACC-000795,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۲,PC 3 0096,FAM-00382,2025-01-08
ORD-0002775,ACC-000795,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۲,PC 3 0096,FAM-00382,2025-02-15
ORD-0002776,ACC-000795,SOUTH CITY,Elm St. 16,Bldg-96,Apt ۲,PC 3 0096,FAM-00382,2025-07-03
ORD-0002777,ACC-000796,South City,lm St 16,B ۹۶,۲,,FAM-00382,2025-10-18
ORD-0002778,ACC-000796,South City,lm St 16,B ۹۶,۲,,FAM-00382,2025-01-13
ORD-0002779,ACC-000796,South City,lm St 16,B ۹۶,۲,,FAM-00382,2025-01-20
ORD-0002780,ACC-000796,South City,lm St 16,B ۹۶,۲,,FAM-00382,2025-05-20
ORD-0002781,ACC-000796,South City,lm St 16,B ۹۶,۲,,FAM-00382,2025-07-06
ORD-0002782,ACC-000797,South City,Elm Street 16,Building 96,Unit 3,PC-3-0096,FAM-X-000797,2025-02-06
ORD-0002783,ACC-000797,South City,Elm Street 16,Building 96,Unit 3,PC-3-0096,FAM-X-000797,2025-09-09
ORD-0002784,ACC-000797,South City,Elm Street 16,Building 96,Unit 3,PC-3-0096,FAM-X-000797,2025-10-14
ORD-0002785,ACC-000798,South City,Elm Street 16,Building 96,Unit 4,PC-3-0096,FAM-X-000798,2025-06-29
ORD-0002786,ACC-000798,South City,Elm Street 16,Building 96,Unit 4,PC-3-0096,FAM-X-000798,2025-07-16
ORD-0002787,ACC-000798,South City,Elm Street 16,Building 96,Unit 4,PC-3-0096,FAM-X-000798,2025-05-01
ORD-0002788,ACC-000799,North City,Cedar Street 17,Building 97,Unit 1,PC-1-0097,FAM-X-000799,2025-01-14
ORD-0002789,ACC-000799,North City,Cedar Street 17,Building 97,Unit 1,PC-1-0097,FAM-X-000799,2025-01-26
ORD-0002790,ACC-000799,North City,Cedar Street 17,Building 97,Unit 1,PC-1-0097,FAM-X-000799,2025-09-05
ORD-0002791,ACC-000800,North City,Cedar Street 17,Building 97,Unit 1,PC-1-0097,FAM-00385,2025-08-21
ORD-0002792,ACC-000800,North City,Cedar Street 17,Building 97,Unit 1,PC-1-0097,FAM-00385,2025-04-13
ORD-0002793,ACC-000800,North City,Cedar Street 17,Building 97,Unit 1,PC-1-0097,FAM-00385,2025-07-12
ORD-0002794,ACC-000801,NORTH CITY,Cedar St. 17,Bldg-97,Apt ۲,PC 1 0097,FAM-X-000801,2025-01-12
ORD-0002795,ACC-000801,NORTH CITY,Cedar St. 17,Bldg-97,Apt ۲,PC 1 0097,FAM-X-000801,2025-04-01
ORD-0002796,ACC-000801,NORTH CITY,Cedar St. 17,Bldg-97,Apt ۲,PC 1 0097,FAM-X-000801,2025-09-18
ORD-0002797,ACC-000801,NORTH CITY,Cedar St. 17,Bldg-97,Apt ۲,PC 1 0097,FAM-X-000801,2025-01-08
ORD-0002798,ACC-000801,NORTH CITY,Cedar St. 17,Bldg-97,Apt ۲,PC 1 0097,FAM-X-000801,2025-12-28
ORD-0002799,ACC-000802,North City,Cear St 17,B ۹۷,۳,PC10097,FAM-00387,2025-10-16
ORD-0002800,ACC-000802,North City,Cear St 17,B ۹۷,۳,PC10097,FAM-00387,2025-02-16
ORD-0002801,ACC-000802,North City,Cear St 17,B ۹۷,۳,PC10097,FAM-00387,2025-07-22
ORD-0002802,ACC-000802,North City,Cear St 17,B ۹۷,۳,PC10097,FAM-00387,2025-05-07
ORD-0002803,ACC-000803,North City,Ceda St 17,B ۹۷,۳,PC10097,FAM-00387,2025-02-16
ORD-0002804,ACC-000803,North City,Ceda St 17,B ۹۷,۳,PC10097,FAM-00387,2025-11-18
ORD-0002805,ACC-000803,North City,Ceda St 17,B ۹۷,۳,PC10097,FAM-00387,2025-09-13
ORD-0002806,ACC-000803,North City,Ceda St 17,B ۹۷,۳,PC10097,FAM-00387,2025-05-07
ORD-0002807,ACC-000803,North City,Ceda St 17,B ۹۷,۳,PC10097,FAM-00387,2025-06-26
ORD-0002808,ACC-000804,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000804,2025-02-18
ORD-0002809,ACC-000804,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000804,2025-03-02
ORD-0002810,ACC-000804,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000804,2025-01-26
ORD-0002811,ACC-000804,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000804,2025-12-12
ORD-0002812,ACC-000804,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000804,2025-06-30
ORD-0002813,ACC-000805,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000805,2025-09-22
ORD-0002814,ACC-000805,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000805,2025-12-30
ORD-0002815,ACC-000805,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000805,2025-07-21
ORD-0002816,ACC-000806,North City,Cedar S 17,B ۹۷,۵,,FAM-X-000806,2025-02-05
ORD-0002817,ACC-000806,North City,Cedar S 17,B ۹۷,۵,,FAM-X-000806,2025-11-19
ORD-0002818,ACC-000806,North City,Cedar S 17,B ۹۷,۵,,FAM-X-000806,2025-09-03
ORD-0002819,ACC-000806,North City,Cedar S 17,B ۹۷,۵,,FAM-X-000806,2025-03-05
ORD-0002820,ACC-000807,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000807,2025-03-16
ORD-0002821,ACC-000807,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000807,2025-01-26
ORD-0002822,ACC-000807,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000807,2025-10-22
ORD-0002823,ACC-000807,North City,Cedar Street 17,Building 97,Unit 4,PC-1-0097,FAM-X-000807,2025-11-06
ORD-0002824,ACC-000808,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۱,PC 2 0098,FAM-X-000808,2025-03-26
ORD-0002825,ACC-000808,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۱,PC 2 0098,FAM-X-000808,2025-03-11
ORD-0002826,ACC-000809,Central City,Maple Street 17,Building 98,Unit 1,PC-2-0098,FAM-X-000809,2025-06-13
ORD-0002827,ACC-000809,Central City,Maple Street 17,Building 98,Unit 1,PC-2-0098,FAM-X-000809,2025-09-29
ORD-0002828,ACC-000809,Central City,Maple Street 17,Building 98,Unit 1,PC-2-0098,FAM-X-000809,2025-03-15
ORD-0002829,ACC-000809,Central City,Maple Street 17,Building 98,Unit 1,PC-2-0098,FAM-X-000809,2025-10-06
ORD-0002830,ACC-000810,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۲,PC 2 0098,FAM-X-000810,2025-04-06
ORD-0002831,ACC-000810,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۲,PC 2 0098,FAM-X-000810,2025-02-11
ORD-0002832,ACC-000810,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۲,PC 2 0098,FAM-X-000810,2025-07-24
ORD-0002833,ACC-000810,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۲,PC 2 0098,FAM-X-000810,2025-07-27
ORD-0002834,ACC-000811,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۳,PC 2 0098,FAM-X-000811,2025-01-26
ORD-0002835,ACC-000811,CENTRAL CITY,Maple St. 17,Bldg-98,Apt ۳,PC 2 0098,FAM-X-000811,2025-03-11
