account_id,city_norm,street_norm,building_norm,unit_norm,postcode_norm,family_token_norm,observed_orders,exact_address_key
ACC-000553,north city,cear street 12,67,4,pc10067,fam x 000553,5,north city|cear street 12|67|4|pc10067
ACC-000554,north city,cdar street 12,67,4,,fam x 000554,3,north city|cdar street 12|67|4|
ACC-000555,north city,cdar street 12,67,4,pc10067,fam x 000555,5,north city|cdar street 12|67|4|pc10067
ACC-000556,north city,cedar street 12,67,4,pc10067,fam x 000556,3,north city|cedar street 12|67|4|pc10067
ACC-000557,central city,maple street 12,68,1,pc20068,fam 00269,3,central city|maple street 12|68|1|pc20068
ACC-000558,central city,maple street 12,68,1,pc20068,fam 00269,2,central city|maple street 12|68|1|pc20068
ACC-000559,central city,maple street 12,68,2,pc20068,fam x 000559,4,central city|maple street 12|68|2|pc20068
ACC-000560,central city,maple street 12,68,2,pc20068,fam x 000560,2,central city|maple street 12|68|2|pc20068
ACC-000561,central city,maple street 12,68,2,pc20068,fam x 000561,2,central city|maple street 12|68|2|pc20068
ACC-000562,central city,maple street 12,68,3,pc20068,fam x 000562,4,central city|maple street 12|68|3|pc20068
ACC-000563,central city,maple street 12,68,4,pc20068,fam 00272,3,central city|maple street 12|68|4|pc20068
ACC-000564,central city,maple street 12,68,4,pc20068,fam x 000564,5,central city|maple street 12|68|4|pc20068
ACC-000565,south city,willow street 12,69,1,pc30069,fam x 000565,4,south city|willow street 12|69|1|pc30069
ACC-000566,south city,willow street 12,69,2,pc30069,fam x 000566,3,south city|willow street 12|69|2|pc30069
ACC-000567,south city,willow street 12,69,3,pc30069,fam x 000567,5,south city|willow street 12|69|3|pc30069
ACC-000568,south city,willow street 12,69,3,pc30069,fam x 000568,3,south city|willow street 12|69|3|pc30069
ACC-000569,south city,willow street 12,69,3,pc30069,fam x 000569,4,south city|willow street 12|69|3|pc30069
ACC-000570,south city,willow street 12,69,4,pc30069,fam x 000570,3,south city|willow street 12|69|4|pc30069
ACC-000571,north city,oak t 12,70,,,fam x 000571,3,north city|oak t 12|70||
ACC-000572,north city,oak street 12,70,2,pc10070,fam 00278,4,north city|oak street 12|70|2|pc10070
ACC-000573,north city,oak street 12,70,2,pc10070,fam 00278,5,north city|oak street 12|70|2|pc10070
ACC-000574,north city,oak street 12,70,2,pc10070,fam x 000574,3,north city|oak street 12|70|2|pc10070
ACC-000575,north city,oak street 12,70,3,pc10070,fam x 000575,5,north city|oak street 12|70|3|pc10070
ACC-000576,north city,oak street 12,70,4,pc10070,fam 00280,3,north city|oak street 12|70|4|pc10070
ACC-000577,north city,oak street 12,70,4,pc10070,fam x 000577,3,north city|oak street 12|70|4|pc10070
ACC-000578,central city,pine street 12,71,1,pc20071,fam x 000578,3,central city|pine street 12|71|1|pc20071
ACC-000579,central city,pie street 12,71,2,pc20071,fam x 000579,2,central city|pie street 12|71|2|pc20071
ACC-000580,central city,pine street 12,71,3,pc20071,fam x 000580,5,central city|pine street 12|71|3|pc20071
ACC-000581,central city,pine street 12,71,4,pc20071,fam x 000581,2,central city|pine street 12|71|4|pc20071
ACC-000582,south city,elm street 12,72,1,pc30072,fam 00285,4,south city|elm street 12|72|1|pc30072
ACC-000583,south city,elm s 12,72,1,pc30072,fam 00285,5,south city|elm s 12|72|1|pc30072
ACC-000584,south city,elm street 12,72,1,pc30072,fam 00285,5,south city|elm street 12|72|1|pc30072
ACC-000585,south city,elm street 12,72,2,pc30072,fam 00286,4,south city|elm street 12|72|2|pc30072
ACC-000586,south city,elm street 12,72,2,pc30072,fam 00286,5,south city|elm street 12|72|2|pc30072
ACC-000587,south city,elm street 12,72,2,pc30072,fam 00286,3,south city|elm street 12|72|2|pc30072
ACC-000588,south city,elm street 12,72,3,pc30072,fam x 000588,3,south city|elm street 12|72|3|pc30072
ACC-000589,south city,elm street 12,72,4,pc30072,fam 00288,3,south city|elm street 12|72|4|pc30072
ACC-000590,south city,elm t 12,72,4,pc30072,fam 00288,4,south city|elm t 12|72|4|pc30072
ACC-000591,north city,cedar street 13,73,1,pc10073,fam 00289,5,north city|cedar street 13|73|1|pc10073
ACC-000592,north city,cedar street 13,73,1,pc10073,fam x 000592,5,north city|cedar street 13|73|1|pc10073
ACC-000593,north city,ceda street 13,73,2,,fam 00289,3,north city|ceda street 13|73|2|
ACC-000594,north city,cedar street 13,73,2,pc10073,fam x 000594,2,north city|cedar street 13|73|2|pc10073
ACC-000595,north city,edar street 13,73,3,,fam 00291,2,north city|edar street 13|73|3|
ACC-000596,north city,cedar street 13,73,3,pc10073,fam 00291,4,north city|cedar street 13|73|3|pc10073
ACC-000597,north city,cdar street 13,73,3,pc10073,fam 00291,4,north city|cdar street 13|73|3|pc10073
ACC-000598,north city,cedar street 13,73,3,pc10073,fam 00291,2,north city|cedar street 13|73|3|pc10073
ACC-000599,north city,cedar street 13,73,4,pc10073,fam x 000599,5,north city|cedar street 13|73|4|pc10073
ACC-000600,central city,maple street 13,74,1,pc20074,fam x 000600,2,central city|maple street 13|74|1|pc20074
ACC-000601,central city,maple street 13,74,1,pc20074,fam x 000601,4,central city|maple street 13|74|1|pc20074
ACC-000602,central city,maple street 13,74,1,pc20074,fam x 000602,4,central city|maple street 13|74|1|pc20074
ACC-000603,central city,maple street 13,74,2,pc20074,fam x 000603,4,central city|maple street 13|74|2|pc20074
ACC-000604,central city,maple s 13,74,3,,fam 00295,2,central city|maple s 13|74|3|
ACC-000605,central city,maple street 13,74,3,pc20074,fam 00295,2,central city|maple street 13|74|3|pc20074
ACC-000606,central city,maple street 13,74,3,pc20074,fam 00295,5,central city|maple street 13|74|3|pc20074
ACC-000607,central city,maple street 13,74,3,pc20074,fam 00295,5,central city|maple street 13|74|3|pc20074
ACC-000608,central city,mape street 13,74,4,,fam 00296,2,central city|mape street 13|74|4|
ACC-000609,central city,maple street 13,74,4,pc20074,fam 00296,3,central city|maple street 13|74|4|pc20074
ACC-000610,south city,wllow street 13,75,2,,fam x 000610,3,south city|wllow street 13|75|2|
ACC-000611,south city,willow street 13,75,2,pc30075,fam 00298,4,south city|willow street 13|75|2|pc30075
ACC-000612,south city,illow street 13,75,2,,fam 00298,5,south city|illow street 13|75|2|
ACC-000613,south city,willow street 13,75,2,pc30075,fam 00298,5,south city|willow street 13|75|2|pc30075
ACC-000614,south city,willow street 13,75,2,pc30075,fam 00298,2,south city|willow street 13|75|2|pc30075
ACC-000615,south city,willow street 13,75,3,pc30075,fam x 000615,3,south city|willow street 13|75|3|pc30075
ACC-000616,south city,wllow street 13,75,4,pc30075,fam 00300,4,south city|wllow street 13|75|4|pc30075
ACC-000617,south city,willow street 13,75,4,pc30075,fam 00300,5,south city|willow street 13|75|4|pc30075
ACC-000618,south city,willow street 13,75,4,pc30075,fam 00300,2,south city|willow street 13|75|4|pc30075
ACC-000619,south city,willow street 13,75,4,pc30075,fam 00300,4,south city|willow street 13|75|4|pc30075
ACC-000620,north city,oak street 13,76,1,pc10076,fam x 000620,4,north city|oak street 13|76|1|pc10076
ACC-000621,north city,oak street 13,76,2,pc10076,fam x 000621,3,north city|oak street 13|76|2|pc10076
ACC-000622,north city,oak street 13,76,2,pc10076,fam x 000622,3,north city|oak street 13|76|2|pc10076
ACC-000623,north city,oak street 13,76,2,pc10076,fam x 000623,3,north city|oak street 13|76|2|pc10076
ACC-000624,north city,oak street 13,76,2,pc10076,fam x 000624,4,north city|oak street 13|76|2|pc10076
ACC-000625,north city,oak street 13,76,2,pc10076,fam x 000625,3,north city|oak street 13|76|2|pc10076
ACC-000626,north city,oak t 13,76,2,,fam x 000626,4,north city|oak t 13|76|2|
ACC-000627,north city,oak street 13,76,3,pc10076,fam x 000627,5,north city|oak street 13|76|3|pc10076
ACC-000628,north city,oak street 13,76,4,pc10076,fam x 000628,2,north city|oak street 13|76|4|pc10076
ACC-000629,north city,oa street 13,76,4,,fam x 000629,2,north city|oa street 13|76|4|
ACC-000630,north city,oak street 13,76,4,pc10076,fam x 000630,3,north city|oak street 13|76|4|pc10076
ACC-000631,central city,pine street 13,77,1,pc20077,fam x 000631,3,central city|pine street 13|77|1|pc20077
ACC-000632,central city,pne street 13,77,,,fam 00306,3,central city|pne street 13|77||
ACC-000633,central city,pine street 13,77,2,pc20077,fam 00306,3,central city|pine street 13|77|2|pc20077
ACC-000634,central city,pine street 13,77,3,pc20077,fam x 000634,2,central city|pine street 13|77|3|pc20077
ACC-000635,central city,pine street 13,77,4,pc20077,fam x 000635,3,central city|pine street 13|77|4|pc20077
ACC-000636,south city,elm street 13,78,1,pc30078,fam 00309,4,south city|elm street 13|78|1|pc30078
ACC-000637,south city,elm street 13,78,1,pc30078,fam 00309,3,south city|elm street 13|78|1|pc30078
ACC-000638,south city,elm street 13,78,2,pc30078,fam x 000638,5,south city|elm street 13|78|2|pc30078
ACC-000639,south city,elm street 13,78,2,pc30078,fam x 000639,4,south city|elm street 13|78|2|pc30078
ACC-000640,south city,el street 13,78,3,,fam 00311,4,south city|el street 13|78|3|
ACC-000641,south city,elm street 13,78,3,pc30078,fam 00311,5,south city|elm street 13|78|3|pc30078
ACC-000642,south city,elm street 13,78,3,pc30078,fam 00311,5,south city|elm street 13|78|3|pc30078
ACC-000643,south city,elm street 13,78,3,pc30078,fam 00311,2,south city|elm street 13|78|3|pc30078
ACC-000644,south city,elm s 13,78,4,,fam 00312,5,south city|elm s 13|78|4|
ACC-000645,south city,elm street 13,78,4,pc30078,fam 00312,4,south city|elm street 13|78|4|pc30078
ACC-000646,south city,elm street 13,78,4,pc30078,fam 00312,2,south city|elm street 13|78|4|pc30078
ACC-000647,north city,cedar street 14,79,1,pc10079,fam x 000647,2,north city|cedar street 14|79|1|pc10079
ACC-000648,north city,cedar street 14,79,1,pc10079,fam x 000648,3,north city|cedar street 14|79|1|pc10079
ACC-000649,north city,cedar street 14,79,1,pc10079,fam x 000649,5,north city|cedar street 14|79|1|pc10079
ACC-000650,north city,cedar t 14,79,3,,fam 00314,2,north city|cedar t 14|79|3|
ACC-000651,north city,cedar street 14,79,2,pc10079,fam 00314,3,north city|cedar street 14|79|2|pc10079
ACC-000652,north city,cedar street 14,79,3,pc10079,fam x 000652,2,north city|cedar street 14|79|3|pc10079
ACC-000653,north city,cedar street 14,79,4,pc10079,fam x 000653,3,north city|cedar street 14|79|4|pc10079
ACC-000654,north city,cedar street 14,79,4,pc10079,fam x 000654,4,north city|cedar street 14|79|4|pc10079
ACC-000655,central city,mple street 14,80,1,,fam x 000655,5,central city|mple street 14|80|1|
ACC-000656,central city,maple street 14,80,1,pc20080,fam x 000656,5,central city|maple street 14|80|1|pc20080
ACC-000657,central city,maple street 14,80,1,pc20080,fam x 000657,5,central city|maple street 14|80|1|pc20080
ACC-000658,central city,maple street 14,80,1,pc20080,fam x 000658,5,central city|maple street 14|80|1|pc20080
ACC-000659,central city,maple street 14,80,1,pc20080,fam x 000659,3,central city|maple street 14|80|1|pc20080
ACC-000660,central city,maple t 14,80,1,,fam x 000660,3,central city|maple t 14|80|1|
ACC-000661,central city,maple street 14,80,2,pc20080,fam 00318,2,central city|maple street 14|80|2|pc20080
ACC-000662,central city,maple street 14,80,2,pc20080,fam 00318,4,central city|maple street 14|80|2|pc20080
ACC-000663,central city,male street 14,80,2,pc20080,fam 00318,2,central city|male street 14|80|2|pc20080
ACC-000664,central city,maple s 14,80,3,,fam x 000664,4,central city|maple s 14|80|3|
ACC-000665,central city,mape street 14,80,4,pc20080,fam 00320,3,central city|mape street 14|80|4|pc20080
ACC-000666,central city,maple s 14,80,4,,fam 00320,2,central city|maple s 14|80|4|
ACC-000667,south city,willow street 14,81,1,pc30081,fam x 000667,5,south city|willow street 14|81|1|pc30081
ACC-000668,south city,willow street 14,81,1,pc30081,fam x 000668,3,south city|willow street 14|81|1|pc30081
ACC-000669,south city,willow street 14,81,2,pc30081,fam 00322,5,south city|willow street 14|81|2|pc30081
ACC-000670,south city,willow street 14,81,2,pc30081,fam 00322,5,south city|willow street 14|81|2|pc30081
ACC-000671,south city,willow street 14,81,3,pc30081,fam x 000671,5,south city|willow street 14|81|3|pc30081
ACC-000672,south city,wilow street 14,81,,pc30081,fam x 000672,3,south city|wilow street 14|81||pc30081
ACC-000673,south city,willow street 14,81,4,pc30081,fam x 000673,3,south city|willow street 14|81|4|pc30081
ACC-000674,north city,oak street 14,82,1,pc10082,fam x 000674,3,north city|oak street 14|82|1|pc10082
ACC-000675,north city,oak street 14,82,1,pc10082,fam x 000675,2,north city|oak street 14|82|1|pc10082
ACC-000676,north city,ak street 14,82,2,,fam x 000676,4,north city|ak street 14|82|2|
ACC-000677,north city,oak street 14,82,2,pc10082,fam x 000677,5,north city|oak street 14|82|2|pc10082
ACC-000678,north city,oak street 14,82,2,pc10082,fam x 000678,3,north city|oak street 14|82|2|pc10082
ACC-000679,north city,oak street 14,82,2,pc10082,fam x 000679,3,north city|oak street 14|82|2|pc10082
ACC-000680,north city,oak t 14,82,2,pc10082,fam x 000680,3,north city|oak t 14|82|2|pc10082
ACC-000681,north city,oak street 14,82,2,pc10082,fam x 000681,2,north city|oak street 14|82|2|pc10082
ACC-000682,north city,oak t 14,82,4,pc10082,fam x 000682,3,north city|oak t 14|82|4|pc10082
ACC-000683,north city,ok street 14,82,4,,fam x 000683,5,north city|ok street 14|82|4|
ACC-000684,north city,oak street 14,82,4,pc10082,fam x 000684,4,north city|oak street 14|82|4|pc10082
ACC-000685,north city,oak street 14,82,4,pc10082,fam x 000685,2,north city|oak street 14|82|4|pc10082
ACC-000686,north city,oak street 14,82,4,pc10082,fam x 000686,2,north city|oak street 14|82|4|pc10082
ACC-000687,north city,oak street 14,82,4,pc10082,fam x 000687,4,north city|oak street 14|82|4|pc10082
ACC-000688,north city,oak street 14,82,4,pc10082,fam x 000688,4,north city|oak street 14|82|4|pc10082
ACC-000689,central city,pne street 14,83,1,,fam x 000689,3,central city|pne street 14|83|1|
ACC-000690,central city,pine street 14,83,2,pc20083,fam x 000690,4,central city|pine street 14|83|2|pc20083
ACC-000691,central city,pine street 14,83,2,pc20083,fam x 000691,5,central city|pine street 14|83|2|pc20083
ACC-000692,central city,pne street 14,83,4,,fam 00331,5,central city|pne street 14|83|4|
ACC-000693,central city,pine street 14,83,3,pc20083,fam 00331,2,central city|pine street 14|83|3|pc20083
ACC-000694,central city,pine street 14,83,4,pc20083,fam x 000694,3,central city|pine street 14|83|4|pc20083
ACC-000695,south city,elm street 14,84,1,pc30084,fam x 000695,4,south city|elm street 14|84|1|pc30084
ACC-000696,south city,elm street 14,84,2,pc30084,fam x 000696,2,south city|elm street 14|84|2|pc30084
ACC-000697,south city,elm street 14,84,3,pc30084,fam x 000697,5,south city|elm street 14|84|3|pc30084
ACC-000698,south city,elm street 14,84,4,pc30084,fam x 000698,3,south city|elm street 14|84|4|pc30084
ACC-000699,north city,cedar street 15,85,1,pc10085,fam x 000699,5,north city|cedar street 15|85|1|pc10085
ACC-000700,north city,cear street 15,85,2,,fam x 000700,3,north city|cear street 15|85|2|
ACC-000701,north city,cedar street 15,85,3,pc10085,fam 00339,2,north city|cedar street 15|85|3|pc10085
ACC-000702,north city,cedar street 15,85,3,pc10085,fam 00339,3,north city|cedar street 15|85|3|pc10085
ACC-000703,north city,cedar street 15,85,3,pc10085,fam 00339,2,north city|cedar street 15|85|3|pc10085
ACC-000704,north city,cedar street 15,85,4,pc10085,fam x 000704,2,north city|cedar street 15|85|4|pc10085
ACC-000705,north city,cedar street 15,85,4,pc10085,fam x 000705,3,north city|cedar street 15|85|4|pc10085
ACC-000706,central city,maple street 15,86,1,pc20086,fam 00341,4,central city|maple street 15|86|1|pc20086
ACC-000707,central city,maple street 15,86,1,pc20086,fam 00341,3,central city|maple street 15|86|1|pc20086
ACC-000708,central city,maple street 15,86,1,pc20086,fam x 000708,5,central city|maple street 15|86|1|pc20086
ACC-000709,central city,maple street 15,86,1,pc20086,fam 00341,5,central city|maple street 15|86|1|pc20086
ACC-000710,central city,maple street 15,86,2,pc20086,fam x 000710,4,central city|maple street 15|86|2|pc20086
ACC-000711,central city,mape street 15,86,3,pc20086,fam x 000711,4,central city|mape street 15|86|3|pc20086
ACC-000712,central city,maple street 15,86,3,pc20086,fam x 000712,2,central city|maple street 15|86|3|pc20086
ACC-000713,central city,maple t 15,86,3,,fam 00343,2,central city|maple t 15|86|3|
ACC-000714,central city,maple street 15,86,4,pc20086,fam x 000714,4,central city|maple street 15|86|4|pc20086
ACC-000715,south city,willow street 15,87,1,pc30087,fam x 000715,5,south city|willow street 15|87|1|pc30087
ACC-000716,south city,willow street 15,87,2,pc30087,fam 00346,3,south city|willow street 15|87|2|pc30087
ACC-000717,south city,willow street 15,87,2,pc30087,fam x 000717,3,south city|willow street 15|87|2|pc30087
ACC-000718,south city,willow street 15,87,2,pc30087,fam 00346,3,south city|willow street 15|87|2|pc30087
ACC-000719,south city,willow street 15,87,3,pc30087,fam x 000719,3,south city|willow street 15|87|3|pc30087
ACC-000720,south city,willow street 15,87,4,pc30087,fam x 000720,4,south city|willow street 15|87|4|pc30087
ACC-000721,south city,willow street 15,87,4,pc30087,fam x 000721,3,south city|willow street 15|87|4|pc30087
ACC-000722,south city,willow t 15,87,,pc30087,fam x 000722,3,south city|willow t 15|87||pc30087
ACC-000723,south city,willow street 15,87,4,pc30087,fam x 000723,4,south city|willow street 15|87|4|pc30087
ACC-000724,south city,willow street 15,87,4,pc30087,fam x 000724,2,south city|willow street 15|87|4|pc30087
ACC-000725,south city,willow street 15,87,4,pc30087,fam x 000725,4,south city|willow street 15|87|4|pc30087
ACC-000726,north city,oak street 15,88,1,pc10088,fam x 000726,2,north city|oak street 15|88|1|pc10088
ACC-000727,north city,oak street 15,88,1,pc10088,fam x 000727,2,north city|oak street 15|88|1|pc10088
ACC-000728,north city,oak street 15,88,2,pc10088,fam x 000728,2,north city|oak street 15|88|2|pc10088
ACC-000729,north city,oak street 15,88,3,pc10088,fam x 000729,3,north city|oak street 15|88|3|pc10088
ACC-000730,north city,oak street 15,88,4,pc10088,fam x 000730,5,north city|oak street 15|88|4|pc10088
ACC-000731,north city,oak street 15,88,4,pc10088,fam x 000731,3,north city|oak street 15|88|4|pc10088
ACC-000732,north city,oak street 15,88,4,pc10088,fam x 000732,2,north city|oak street 15|88|4|pc10088
ACC-000733,north city,oak street 15,88,4,pc10088,fam x 000733,5,north city|oak street 15|88|4|pc10088
ACC-000734,central city,pine street 15,89,1,pc20089,fam 00353,2,central city|pine street 15|89|1|pc20089
ACC-000735,central city,pine street 15,89,1,pc20089,fam 00353,3,central city|pine street 15|89|1|pc20089
ACC-000736,central city,pine street 15,89,1,pc20089,fam 00353,2,central city|pine street 15|89|1|pc20089
ACC-000737,central city,pine t 15,89,3,pc20089,fam x 000737,5,central city|pine t 15|89|3|pc20089
ACC-000738,central city,pine street 15,89,3,pc20089,fam 00355,4,central city|pine street 15|89|3|pc20089
ACC-000739,central city,pine street 15,89,3,pc20089,fam 00355,3,central city|pine street 15|89|3|pc20089
ACC-000740,central city,pine street 15,89,3,pc20089,fam 00355,4,central city|pine street 15|89|3|pc20089
ACC-000741,central city,pine street 15,89,3,pc20089,fam 00355,5,central city|pine street 15|89|3|pc20089
ACC-000742,central city,pine street 15,89,4,pc20089,fam 00356,2,central city|pine street 15|89|4|pc20089
ACC-000743,central city,pine street 15,89,4,pc20089,fam 00356,3,central city|pine street 15|89|4|pc20089
ACC-000744,central city,ine street 15,89,4,,fam x 000744,2,central city|ine street 15|89|4|
ACC-000745,central city,pine street 15,89,4,pc20089,fam x 000745,3,central city|pine street 15|89|4|pc20089
ACC-000746,south city,elm street 15,90,1,pc30090,fam x 000746,3,south city|elm street 15|90|1|pc30090
ACC-000747,south city,elm s 15,90,2,,fam x 000747,5,south city|elm s 15|90|2|
ACC-000748,south city,elm t 15,90,1,,fam x 000748,3,south city|elm t 15|90|1|
ACC-000749,south city,elm street 15,90,1,pc30090,fam x 000749,2,south city|elm street 15|90|1|pc30090
ACC-000750,south city,elm street 15,90,1,pc30090,fam x 000750,2,south city|elm street 15|90|1|pc30090
ACC-000751,south city,elm street 15,90,1,pc30090,fam x 000751,3,south city|elm street 15|90|1|pc30090
ACC-000752,south city,elm street 15,90,2,pc30090,fam x 000752,5,south city|elm street 15|90|2|pc30090
ACC-000753,south city,elm street 15,90,2,pc30090,fam x 000753,3,south city|elm street 15|90|2|pc30090
ACC-000754,south city,elm street 15,90,3,pc30090,fam x 000754,4,south city|elm street 15|90|3|pc30090
ACC-000755,south city,elm street 15,90,3,pc30090,fam x 000755,3,south city|elm street 15|90|3|pc30090
ACC-000756,south city,lm street 15,90,,,fam 00360,5,south city|lm street 15|90||
ACC-000757,south city,elm street 15,90,4,pc30090,fam 00360,3,south city|elm street 15|90|4|pc30090
ACC-000758,north city,cedar street 16,91,1,pc10091,fam x 000758,3,north city|cedar street 16|91|1|pc10091
ACC-000759,north city,cdar street 16,91,3,,fam x 000759,5,north city|cdar street 16|91|3|
ACC-000760,north city,edar street 16,91,2,,fam x 000760,2,north city|edar street 16|91|2|
ACC-000761,north city,cedar street 16,91,3,pc10091,fam x 000761,3,north city|cedar street 16|91|3|pc10091
ACC-000762,north city,cedar street 16,91,4,pc10091,fam 00364,3,north city|cedar street 16|91|4|pc10091
ACC-000763,north city,cedar street 16,91,4,pc10091,fam 00364,4,north city|cedar street 16|91|4|pc10091
ACC-000764,central city,maple street 16,92,1,pc20092,fam x 000764,4,central city|maple street 16|92|1|pc20092
ACC-000765,central city,maple street 16,92,2,pc20092,fam x 000765,5,central city|maple street 16|92|2|pc20092
ACC-000766,central city,maple street 16,92,3,pc20092,fam 00367,3,central city|maple street 16|92|3|pc20092
ACC-000767,central city,maple s 16,92,3,,fam 00367,5,central city|maple s 16|92|3|
ACC-000768,central city,maple street 16,92,4,pc20092,fam x 000768,2,central city|maple street 16|92|4|pc20092
ACC-000769,south city,willow street 16,93,1,pc30093,fam x 000769,3,south city|willow street 16|93|1|pc30093
ACC-000770,south city,willow street 16,93,2,pc30093,fam x 000770,4,south city|willow street 16|93|2|pc30093
ACC-000771,south city,willow street 16,93,3,pc30093,fam x 000771,2,south city|willow street 16|93|3|pc30093
ACC-000772,south city,wilow street 16,93,,,fam x 000772,4,south city|wilow street 16|93||
ACC-000773,north city,oak street 16,94,1,pc10094,fam x 000773,5,north city|oak street 16|94|1|pc10094
ACC-000774,north city,oak t 16,94,2,,fam x 000774,4,north city|oak t 16|94|2|
ACC-000775,north city,oak street 16,94,2,pc10094,fam x 000775,5,north city|oak street 16|94|2|pc10094
ACC-000776,north city,oak street 16,94,2,pc10094,fam x 000776,4,north city|oak street 16|94|2|pc10094
ACC-000777,north city,ok street 16,94,2,pc10094,fam x 000777,4,north city|ok street 16|94|2|pc10094
ACC-000778,north city,oak street 16,94,3,pc10094,fam x 000778,3,north city|oak street 16|94|3|pc10094
ACC-000779,north city,oak street 16,94,4,pc10094,fam x 000779,3,north city|oak street 16|94|4|pc10094
ACC-000780,north city,oa street 16,94,4,,fam x 000780,3,north city|oa street 16|94|4|
ACC-000781,north city,oak t 16,94,4,,fam x 000781,4,north city|oak t 16|94|4|
ACC-000782,central city,pine street 16,95,1,pc20095,fam x 000782,5,central city|pine street 16|95|1|pc20095
ACC-000783,central city,pine street 16,95,1,pc20095,fam 00377,2,central city|pine street 16|95|1|pc20095
ACC-000784,central city,pine street 16,95,1,pc20095,fam 00377,3,central city|pine street 16|95|1|pc20095
ACC-000785,central city,pine street 16,95,2,pc20095,fam x 000785,3,central city|pine street 16|95|2|pc20095
ACC-000786,central city,pine street 16,95,3,pc20095,fam x 000786,3,central city|pine street 16|95|3|pc20095
ACC-000787,central city,pine street 16,95,3,pc20095,fam x 000787,2,central city|pine street 16|95|3|pc20095
ACC-000788,central city,pine street 16,95,4,pc20095,fam x 000788,2,central city|pine street 16|95|4|pc20095
ACC-000789,central city,pine street 16,95,4,pc20095,fam x 000789,3,central city|pine street 16|95|4|pc20095
ACC-000790,central city,pine t 16,95,5,pc20095,fam x 000790,3,central city|pine t 16|95|5|pc20095
ACC-000791,south city,elm street 16,96,1,pc30096,fam 00381,4,south city|elm street 16|96|1|pc30096
ACC-000792,south city,em street 16,96,1,,fam 00381,3,south city|em street 16|96|1|
ACC-000793,south city,el street 16,96,2,pc30096,fam 00381,3,south city|el street 16|96|2|pc30096
ACC-000794,south city,em street 16,96,,,fam 00381,4,south city|em street 16|96||
ACC-000795,south city,elm street 16,96,2,pc30096,fam 00382,4,south city|elm street 16|96|2|pc30096
ACC-000796,south city,lm street 16,96,2,,fam 00382,5,south city|lm street 16|96|2|
ACC-000797,south city,elm street 16,96,3,pc30096,fam x 000797,3,south city|elm street 16|96|3|pc30096
ACC-000798,south city,elm street 16,96,4,pc30096,fam x 000798,3,south city|elm street 16|96|4|pc30096
ACC-000799,north city,cedar street 17,97,1,pc10097,fam x 000799,3,north city|cedar street 17|97|1|pc10097
ACC-000800,north city,cedar street 17,97,1,pc10097,fam 00385,3,north city|cedar street 17|97|1|pc10097
ACC-000801,north city,cedar street 17,97,2,pc10097,fam x 000801,5,north city|cedar street 17|97|2|pc10097
ACC-000802,north city,cear street 17,97,3,pc10097,fam 00387,4,north city|cear street 17|97|3|pc10097
ACC-000803,north city,ceda street 17,97,3,pc10097,fam 00387,5,north city|ceda street 17|97|3|pc10097
ACC-000804,north city,cedar street 17,97,4,pc10097,fam x 000804,5,north city|cedar street 17|97|4|pc10097
ACC-000805,north city,cedar street 17,97,4,pc10097,fam x 000805,3,north city|cedar street 17|97|4|pc10097
ACC-000806,north city,cedar s 17,97,5,,fam x 000806,4,north city|cedar s 17|97|5|
ACC-000807,north city,cedar street 17,97,4,pc10097,fam x 000807,4,north city|cedar street 17|97|4|pc10097
ACC-000808,central city,maple street 17,98,1,pc20098,fam x 000808,2,central city|maple street 17|98|1|pc20098
ACC-000809,central city,maple street 17,98,1,pc20098,fam x 000809,4,central city|maple street 17|98|1|pc20098
ACC-000810,central city,maple street 17,98,2,pc20098,fam x 000810,4,central city|maple street 17|98|2|pc20098
ACC-000811,central city,maple street 17,98,3,pc20098,fam x 000811,3,central city|maple street 17|98|3|pc20098
ACC-000812,central city,maple street 17,98,4,pc20098,fam 00392,3,central city|maple street 17|98|4|pc20098
ACC-000813,central city,maple s 17,98,4,,fam 00392,2,central city|maple s 17|98|4|
ACC-000814,south city,willow street 17,99,1,pc30099,fam x 000814,3,south city|willow street 17|99|1|pc30099
ACC-000815,south city,willow street 17,99,2,pc30099,fam x 000815,5,south city|willow street 17|99|2|pc30099
ACC-000816,south city,willow street 17,99,3,pc30099,fam x 000816,3,south city|willow street 17|99|3|pc30099
ACC-000817,south city,willow street 17,99,3,pc30099,fam x 000817,3,south city|willow street 17|99|3|pc30099
ACC-000818,south city,willow street 17,99,3,pc30099,fam x 000818,4,south city|willow street 17|99|3|pc30099
ACC-000819,south city,willow street 17,99,4,pc30099,fam x 000819,2,south city|willow street 17|99|4|pc30099
ACC-000820,north city,oak street 17,100,1,pc10100,fam x 000820,4,north city|oak street 17|100|1|pc10100
ACC-000821,north city,oak street 17,100,2,pc10100,fam x 000821,3,north city|oak street 17|100|2|pc10100
ACC-000822,north city,oak street 17,100,2,pc10100,fam x 000822,4,north city|oak street 17|100|2|pc10100
ACC-000823,north city,oa street 17,100,2,,fam x 000823,5,north city|oa street 17|100|2|
ACC-000824,north city,oak street 17,100,2,pc10100,fam x 000824,2,north city|oak street 17|100|2|pc10100
ACC-000825,north city,oak street 17,100,3,pc10100,fam 00399,5,north city|oak street 17|100|3|pc10100
ACC-000826,north city,oak s 17,100,,,fam x 000826,5,north city|oak s 17|100||
ACC-000827,north city,oak street 17,100,3,pc10100,fam 00399,2,north city|oak street 17|100|3|pc10100
